Time (sec),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Trial
1.2,56.66907,57.6351,54.69639,60.84594,60.24535,61.53047,60.08317,59.49375,61.78691,57.95479,68.33977,60.24113,3
1.3,56.66907,57.63405,54.69361,60.84142,60.2397,61.53991,60.08317,59.49375,61.78691,57.95491,68.34086,60.24149,3
1.4,56.66798,57.62987,54.69361,60.84142,60.2397,61.53991,60.18067,59.50472,61.78728,57.95608,68.34086,60.24149,3
1.5,56.66798,57.62987,54.68889,60.83291,60.23004,61.53738,60.18067,59.50472,61.78728,57.95608,68.33888,60.21227,3
1.6,56.66586,57.62409,54.68369,60.83291,60.23004,61.53738,60.17813,59.50467,61.78758,57.95451,68.33951,60.21227,3
1.7,56.66305,57.62409,54.68369,60.82398,60.22004,61.5353,60.17813,59.50467,61.78665,57.95451,68.33951,60.21244,3
1.8,56.66305,57.6207,54.68205,60.82398,60.22004,61.5353,60.23215,59.50467,61.78665,57.9558,68.33397,60.21244,3
1.9,56.66039,57.61892,54.68205,60.81813,60.2116,61.5353,60.23215,59.50467,61.78624,57.95541,68.33397,60.21232,3
2,56.66039,57.61892,54.68097,60.81723,60.2116,61.53328,60.23103,59.50467,61.78624,57.95541,68.33052,60.21304,3
2.1,56.66001,57.61764,54.68097,60.81723,60.21149,61.53328,60.23103,59.50525,61.78604,57.95418,68.33052,60.21304,3
2.2,56.66093,57.61764,54.68169,60.81807,60.21149,61.53308,60.23322,59.50525,61.78377,57.95418,68.32502,60.24162,3
2.3,56.66093,57.61719,54.68189,60.81807,60.21196,61.53308,60.23322,59.50525,61.78377,57.95367,68.32126,60.24162,3
2.4,56.66017,57.61719,54.68189,60.81724,60.21196,61.53389,60.20003,59.50525,61.78322,57.95367,68.32126,60.21177,3
2.5,56.66017,57.61625,54.6805,60.81585,60.21136,61.53389,60.20003,59.50554,61.78322,57.95412,68.3203,60.21202,3
2.6,56.65947,57.61642,54.6805,60.81585,60.21136,61.5329,60.20079,59.50554,61.78223,57.95429,68.3203,60.21202,3
2.7,56.65947,57.61642,54.6821,60.81759,60.2119,61.5329,60.20079,59.50618,61.78223,57.95429,68.32108,60.21185,3
2.8,56.65963,57.6167,54.6859,60.81759,60.2119,61.53285,60.20377,59.50618,61.78304,57.95445,68.31916,60.21185,3
2.9,56.66001,57.6167,54.6859,60.82103,60.21285,61.53285,60.20377,59.50689,61.78371,57.95445,68.31916,60.24024,3
