Time (sec),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Trial
6.7,56.74055,57.03343,53.64388,60.93448,60.32728,61.48151,60.50884,59.60023,61.42863,57.89953,68.31705,60.3386,2
6.8,56.74126,57.03447,53.64388,60.9441,60.32728,61.48151,60.50828,59.59995,61.42863,57.8988,68.31897,60.3386,2
6.9,56.74126,57.03447,53.64537,60.94114,60.3273,61.41106,60.50828,59.59995,61.49974,57.89847,68.31897,60.33868,2
7,56.73968,57.03491,53.64537,60.94114,60.3273,61.41106,60.50853,59.6,61.49974,57.89847,68.32145,60.33868,2
7.1,56.73968,57.03491,53.64762,60.95263,60.32694,61.48142,60.50853,59.6,61.43093,57.89836,68.32145,60.33868,2
7.2,56.74196,57.03464,53.64871,60.95263,60.32694,61.48142,60.50817,59.60053,61.43093,57.89836,68.32305,60.33813,2
7.3,56.74006,57.03464,53.64871,60.95782,60.32734,61.482,60.50817,59.60053,61.43258,57.89942,68.32669,60.33813,2
7.4,56.74006,57.03382,53.65236,60.95782,60.32734,61.482,60.50943,59.60006,61.43327,57.89942,68.32669,60.33778,2
7.5,56.74142,57.03382,53.65236,60.98362,60.32692,61.41179,60.50943,59.60006,61.43327,57.89948,68.32976,60.33778,2
7.6,56.74142,57.03365,53.65611,60.98017,60.32692,61.41179,60.50918,59.60024,61.50814,57.89864,68.32976,60.33939,2
7.7,56.74109,57.03562,53.65611,60.98017,60.32787,61.48373,60.50918,59.60024,61.50814,57.89864,68.33129,60.33813,2
7.8,56.74109,57.03562,53.65906,60.97453,60.32787,61.48373,60.50895,59.60042,61.51067,57.89937,68.33243,60.33813,2
7.9,56.74213,57.03902,53.66201,60.97453,60.32747,61.48373,60.50895,59.60042,61.43583,57.89937,68.33243,60.33902,2
8,56.74376,57.03902,53.66201,60.98106,60.32747,61.41216,60.50941,59.60042,61.43583,57.90032,68.33262,60.33902,2
8.1,56.74376,57.03918,53.66241,60.98106,60.32818,61.41216,60.50941,59.60071,61.50831,57.90032,68.33262,60.33902,2
8.2,56.74321,57.03918,53.66241,60.98054,60.32818,61.48396,60.50858,59.60071,61.50831,57.89925,68.3314,60.33902,2
8.3,56.74321,57.03902,53.66295,60.97374,60.32789,61.48396,60.50858,59.60053,61.43528,57.89925,68.3314,60.33767,2
8.4,56.74229,57.04044,53.66295,60.97374,60.32789,61.41284,60.50937,59.60053,61.43528,57.8988,68.33217,60.33843,2
8.5,56.74408,57.04044,53.66371,60.97943,60.32819,61.41284,60.50937,59.60077,61.43499,57.89853,68.33217,60.33843,2
8.6,56.74408,57.04252,53.66416,60.97943,60.32819,61.48789,60.50985,59.60077,61.43499,57.89853,68.33103,60.33826,2
8.7,56.74256,57.04252,53.66416,60.97151,60.32818,61.48789,60.50985,59.60188,61.4346,57.8988,68.33058,60.33826,2
8.8,56.74256,57.04471,53.66566,60.97843,60.32818,61.41504,60.51062,59.60188,61.4346,57.8988,68.33058,60.33796,2
8.9,56.74566,57.04838,53.66566,60.97843,60.32806,61.41504,60.51062,59.60129,61.4346,57.89842,68.32796,60.33796,2
9,56.74566,57.04838,53.66586,60.96715,60.32806,61.41637,60.51111,59.60129,61.43307,57.89791,68.32796,60.33855,2
9.1,56.74495,57.04948,53.66676,60.96715,60.328,61.41637,60.51111,59.60147,61.43307,57.89791,68.32471,60.33742,2
9.2,56.74718,57.04948,53.66676,60.97296,60.328,61.41774,60.51207,59.60147,61.43217,57.89752,68.32471,60.33742,2
9.3,56.74718,57.0497,53.66771,60.97296,60.32759,61.41774,60.51207,59.60129,61.43217,57.89752,68.32336,60.33862,2
9.4,56.74696,57.05167,53.66771,60.96926,60.32759,61.41872,60.51403,59.60129,61.50274,57.89802,68.32279,60.33862,2
9.5,56.74696,57.05167,53.66945,60.97581,60.32795,61.41872,60.51403,59.60053,61.43119,57.89802,68.32279,60.33939,2
9.6,56.74984,57.05287,53.67051,60.97581,60.32795,61.49654,60.51462,59.60053,61.43119,57.89841,68.31916,60.33939,2
9.7,56.74913,57.05287,53.67051,60.97823,60.32753,61.49654,60.51462,59.60094,61.43076,57.8997,68.31916,60.33885,2
9.8,56.74913,57.05375,53.6719,60.97792,60.32753,61.4184,60.51481,59.60094,61.43076,57.8997,68.31769,60.33843,2
9.9,56.74826,57.05495,53.6719,60.97792,60.32842,61.4184,60.51481,59.601,61.43059,57.89825,68.31769,60.33843,2
10,56.74826,57.05495,53.67325,60.97738,60.32842,61.4963,60.51636,59.601,61.43084,57.89825,68.31686,60.33885,2
10.1,56.74821,57.05649,53.67381,60.97738,60.32841,61.4963,60.51636,59.60154,61.43084,57.89841,68.31603,60.33885,2
10.2,56.75022,57.05649,53.67381,60.97709,60.32841,61.41901,60.5172,59.60154,61.43215,57.89841,68.31603,60.3386,2
10.3,56.75022,57.05769,53.67445,60.97709,60.32841,61.41901,60.5172,59.60158,61.43215,57.89797,68.31667,60.33879,2
10.4,56.75158,57.05797,53.67445,60.98476,60.32925,61.4203,60.5172,59.60158,61.43234,57.8983,68.31667,60.33879,2
10.5,56.75158,57.05797,53.67341,60.97672,60.32925,61.4203,60.51856,59.60141,61.43234,57.8983,68.31947,60.33801,2
10.6,56.75234,57.05906,53.67341,60.97672,60.32984,61.42122,60.51856,59.60141,61.50586,57.89842,68.31947,60.33801,2
10.7,56.75234,57.05906,53.67235,60.96539,60.32984,61.42122,60.52015,59.60158,61.43454,57.89842,68.32056,60.3379,2
10.8,56.75294,57.05967,53.6729,60.96539,60.33086,61.42353,60.52015,59.60158,61.43454,57.89819,68.32234,60.3379,2
10.9,56.75386,57.05967,53.6729,60.96752,60.33086,61.42353,60.52385,59.60247,61.43505,57.89819,68.32234,60.33885,2
11,56.75386,57.05983,53.67461,60.96884,60.33115,61.49948,60.52385,59.60247,61.43505,57.89836,68.32261,60.33855,2
11.1,56.75207,57.05989,53.67461,60.96884,60.33115,61.49948,60.52552,59.60257,61.50741,57.89897,68.32261,60.33855,2
11.2,56.75207,57.05989,53.67581,60.97938,60.33175,61.42604,60.52552,59.60257,61.50741,57.89897,68.32323,60.33849,2
11.3,56.75321,57.05983,53.67581,60.97938,60.33175,61.42604,60.52733,59.60246,61.43531,57.89897,68.32323,60.33849,2
,,,,,,,,,,,,,
0.1,56.80379,57.12102,53.66896,61.11119,60.33574,61.43528,60.5266,59.60335,61.43381,57.9011,68.33434,60.33979,3
0.2,56.80379,57.12152,53.66826,61.06056,60.33641,61.41515,60.5266,59.60335,61.43389,57.90233,68.33434,60.33979,3
0.3,56.80052,57.1168,53.66826,61.06056,60.33641,61.41515,60.52098,59.60481,61.43321,57.90233,68.33371,60.3404,3
0.4,56.80052,57.1168,53.66831,61.09982,60.33687,61.47058,60.52098,59.60481,61.43321,57.90116,68.33531,60.3404,3
0.5,56.80079,57.1185,53.66771,61.09982,60.33687,61.47058,60.52098,59.60515,61.50531,57.90116,68.33531,60.34003,3
0.6,56.80107,57.1185,53.66771,61.0952,60.33712,61.47153,60.52098,59.60515,61.50531,57.90077,68.33499,60.34003,3
0.7,56.80107,57.11971,53.66911,61.11148,60.33712,61.47153,60.52026,59.60476,61.50519,57.90194,68.33499,60.34022,3
0.8,56.80243,57.12009,53.66911,61.11148,60.33723,61.41492,60.52026,59.60476,61.50519,57.90194,68.33518,60.33956,3
