elapsed_time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Trial,category,label
0.1,1.0009762028724174,1.0022972454309356,1.0013769831327495,1.003860422960924,1.0000802290439748,1.001435042390172,1.0002515199023798,1.0000058722753271,1.0002245141442283,1.0000404168601869,1.0003453849094466,1.0000364625190994,1,weight,weight not pressed
0.2,1.0009762028724174,1.0022875842825412,1.0014001163001334,1.003860422960924,1.0000802290439748,1.001435042390172,1.0002759778166717,1.0000058722753271,1.0002199554814013,1.0000519892090438,1.000366028941762,1.0000364625190994,1,weight,weight not pressed
0.3,1.00098572680288,1.0022875842825412,1.0014001163001334,1.0038197644042401,1.000083875818701,1.0014479061537964,1.0002759778166717,1.0000058722753271,1.0002289099976687,1.0000519892090438,1.000366028941762,1.000040605987179,1,weight,weight not pressed
0.4,1.00098572680288,1.002318499957403,1.0014079517277956,1.0037703815418713,1.000083875818701,1.0014479061537964,1.0002939907400352,1.0000157712537359,1.0002289099976687,1.0000500892711717,1.000374374401634,1.000040605987179,1,weight,weight not pressed
0.5,1.0009310523872614,1.0015874145098154,1.0014079517277956,1.0037703815418713,1.0000770795567113,1.0014861717797683,1.0002939907400352,1.0000157712537359,1.0014501432071365,1.0000500892711717,1.000374374401634,1.0000452466714278,1,weight,weight not pressed
0.6,1.0001675506285088,1.0015874145098154,1.0002617405954812,1.0007743232819455,1.0000770795567113,1.0014861717797683,1.0003671992267333,1.0000647628078938,1.0014501432071365,1.0000540618685405,1.0003938471413358,1.0000483957071682,1,weight,weight not pressed
0.7,1.0001675506285088,1.000215882752303,1.0002617405954812,1.0007743232819455,1.0001254822030763,1.0003976368452059,1.0003671992267333,1.0000647628078938,1.000270100772498,1.000084979039367,1.0003938471413358,1.0000483957071682,1,weight,weight not pressed
0.8,1.0,1.000215882752303,1.0000139918351112,1.000043621528426,1.0001254822030763,1.0003976368452059,1.0004384246392994,1.0000971442118407,1.000270100772498,1.000084979039367,1.0004453840163359,1.0000581742918357,1,weight,weight not pressed
0.9,1.0,1.0000279295017218,1.0,1.000043621528426,1.00013741710218,1.0011124713048514,1.0004384246392994,1.0000971442118407,1.000308035359594,1.000144049835025,1.000552996525214,1.0000581742918357,1,weight,weight not pressed
1.0,1.0000105821449585,1.0000279295017218,1.0,1.0000291358887976,1.00013741710218,1.0011124713048514,1.0002680455201447,1.0000934530673495,1.0015427817481561,1.000144049835025,1.000552996525214,1.000091653513918,1,weight,weight not pressed
1.1,1.0000105821449585,1.0,1.000002798367022,1.0000151440777931,1.0001365882897422,1.0011124713048514,1.0002680455201447,1.0000934530673495,1.0015427817481561,1.0002020843009343,1.0007181487837369,1.0000967914143364,1,weight,weight not pressed
1.2,1.0000192242300079,1.0000202005830063,1.000002798367022,1.0000151440777931,1.0001365882897422,1.0000361488041096,1.000218633923028,1.0000963053153655,1.0015737155316247,1.0002464737584897,1.0007181487837369,1.0000967914143364,1,weight,weight not pressed
1.3,1.000039330305429,1.0000202005830063,1.0000102606790815,1.0,1.000142224214319,1.0000361488041096,1.000218633923028,1.0000963053153655,1.0015737155316247,1.0002464737584897,1.0008276646431122,1.0000939738560424,1,weight,weight not pressed
1.4,1.000039330305429,1.0000268755582606,1.0000167902021333,1.0,1.000142224214319,1.0000309381656793,1.0002107016265007,1.0000963053153655,1.0004167920298943,1.0002785999806896,1.0009370340909107,1.0000939738560424,1,weight,weight not pressed
1.5,1.0000479723904783,1.0000268755582606,1.0000167902021333,1.0000693006168577,1.0001405665894434,1.0000309381656793,1.0002107016265007,1.0000931175087593,1.0004374688220026,1.0002785999806896,1.0009370340909107,1.0001135310253775,1,weight,weight not pressed
1.6,1.0000479723904783,1.0000307400176185,1.0000167902021333,1.0000763788271307,1.0001405665894434,1.0009411715664578,1.000218633923028,1.0000931175087593,1.0004374688220026,1.0002851634024295,1.0010118504066068,1.0001135310253775,1,weight,weight not pressed
1.7,1.0000412703653379,1.0000346044769761,1.0000167902021333,1.0000763788271307,1.0001513411511342,1.0009411715664578,1.000218633923028,1.0000991575633815,1.0004483770509098,1.0003057172757723,1.0010118504066068,1.0001027580083708,1,weight,weight not pressed
1.8,1.0000412703653379,1.0000346044769761,1.0000214541471706,1.0000605763111727,1.0001513411511342,1.000008955784802,1.0002065702220597,1.0000991575633815,1.0004483770509098,1.0003057172757723,1.0012119950319625,1.0001194976194119,1,weight,weight not pressed
1.9,1.0000546744156187,1.0000432116819093,1.000027050881215,1.0000605763111727,1.0001639391001882,1.000008955784802,1.0002065702220597,1.0001011709149221,1.0004763802654184,1.00030088107028,1.002744192182178,1.0001194976194119,1,weight,weight pressed
2.0,1.000057496320941,1.0000432116819093,1.000027050881215,1.0000744035126359,1.0001639391001882,1.0,1.0002075617591255,1.0001011709149221,1.0017555736165435,1.00030088107028,1.002744192182178,1.0001400492210861,1,weight,weight pressed
2.1,1.000057496320941,1.0000537511165215,1.000024252514193,1.0000744035126359,1.0001402350644684,1.0,1.0002075617591255,1.000113754362052,1.0017555736165435,1.0003307619113582,1.0033222250870086,1.0001400492210861,1,weight,weight pressed
2.2,1.0000421522107512,1.0000346044769761,1.000024252514193,1.0000688067882342,1.0001402350644684,1.0000039079788225,1.0001958285705126,1.000113754362052,1.0,1.0003587428145644,1.0033222250870086,1.0001312650687577,1,weight,weight pressed
2.3,1.0000421522107512,1.0000346044769761,1.000031714826252,1.0000725928076823,1.0001372513396924,1.0000039079788225,1.0001958285705126,1.0001050298387086,1.0,1.0003587428145644,1.0034414041104462,1.0001451871215046,1,weight,weight pressed
2.4,1.0000430340561643,1.0000642905511334,1.000031714826252,1.0000725928076823,1.0001372513396924,1.0,1.0001892183234067,1.0001050298387086,1.0000267007394152,1.0003616790821848,1.0034414041104462,1.0001451871215046,1,weight,weight pressed
2.5,1.0000670202514035,1.0000642905511334,1.0000419755053338,1.0001140744120722,1.0001511753886467,1.0,1.0001892183234067,1.0001110698933309,1.000024747026775,1.0003616790821848,1.0033334987784148,1.0001609323002065,1,weight,weight pressed
2.6,1.0000670202514035,1.0000642905511334,1.0000445873145545,1.0001140744120722,1.0001511753886467,1.0000109097742134,1.0002019430490856,1.0001110698933309,1.000024747026775,1.0003646153498054,1.0031674680504317,1.0001609323002065,1,weight,weight pressed
2.7,1.0000440922706602,1.0000642905511334,1.0000445873145545,1.0000576133394306,1.0001453737015824,1.0000109097742134,1.0002019430490856,1.00010905654179,1.0009260597914216,1.0003646153498054,1.0031674680504317,1.000151153715539,1,weight,weight pressed
2.8,1.0000440922706602,1.00007008724017,1.0000623103056954,1.0000911936858414,1.0001453737015824,1.0000309381656793,1.0002078922714808,1.00010905654179,1.0009260597914216,1.0003492431252043,1.0030519493164116,1.0001549657061721,1,weight,weight pressed
2.9,1.0000430340561643,1.0001334995050857,1.0000623103056954,1.0000911936858414,1.0001491862387961,1.0000309381656793,1.0002078922714808,1.0001157677135926,1.0000148156541877,1.0003511430630765,1.0030519493164116,1.0001549657061721,1,weight,weight pressed
3.0,1.0000430340561643,1.0001334995050857,1.0001201432241553,1.0002803300487144,1.0001491862387961,1.0000341948146982,1.0002116931635667,1.0001157677135926,1.0000148156541877,1.0003511430630765,1.0030639550657012,1.0001473417249058,1,weight,weight pressed
3.1,1.000244094810375,1.0010030028605783,1.0002999849447853,1.0002803300487144,1.0001384116771053,1.0000341948146982,1.0002116931635667,1.0001068754109543,1.0009307812636352,1.0003355981168507,1.0030639550657012,1.0001473417249058,1,weight,weight pressed
3.2,1.0004289296089826,1.0010030028605783,1.0002999849447853,1.001130538329167,1.0001384116771053,1.00003793996107,1.0002078922714808,1.0001068754109543,1.0009250829351015,1.0003355981168507,1.0029938239204597,1.0001581147419125,1,weight,weight pressed
3.3,1.0004289296089826,1.0011461635140584,1.000281329164637,1.001130538329167,1.000150346576209,1.00003793996107,1.0002078922714808,1.0001125799069865,1.0009250829351015,1.0003172896246293,1.0029308669424766,1.0001581147419125,1,weight,weight pressed
3.4,1.0003973595431899,1.001165485810847,1.000281329164637,1.0010908674297307,1.000150346576209,1.0009429627234183,1.0002078922714808,1.0001125799069865,1.000023281742295,1.0003172896246293,1.0029308669424766,1.0001571203095734,1,weight,weight pressed
3.5,1.0003973595431899,1.001165485810847,1.000292522632726,1.0012187690432663,1.0001384116771053,1.0009429627234183,1.0002075617591255,1.000106036514479,1.000023281742295,1.0003267893139896,1.002907441090204,1.0001413751308714,1,weight,weight pressed
3.6,1.0004576777694532,1.0012596380933811,1.000292522632726,1.0012187690432663,1.0001384116771053,1.000008955784802,1.0002075617591255,1.000106036514479,1.0000154668917343,1.0003307619113582,1.002907441090204,1.0001413751308714,1,weight,weight pressed
3.7,1.0004959498603863,1.0012596380933811,1.0003389755252954,1.001384695460826,1.0001384116771053,1.000008955784802,1.0002154940556527,1.0000815407374,1.0000154668917343,1.0003307619113582,1.0028520975142097,1.0001431982568263,1,weight,weight pressed
3.8,1.0004959498603863,1.001333589792909,1.0003781526636069,1.001384695460826,1.0000959764802921,1.000028984176268,1.0002154940556527,1.0000815407374,1.0009260597914216,1.0003267893139896,1.0029018774502891,1.0001431982568263,1,weight,weight pressed
3.9,1.0005352801658152,1.001333589792909,1.0003781526636069,1.0015005805778519,1.0000959764802921,1.000028984176268,1.000080314502337,1.0000224824255384,1.0009260597914216,1.0003267893139896,1.0029018774502891,1.0001441926891657,1,weight,weight pressed
4.0,1.0005352801658152,1.0013845303935338,1.0003900923629019,1.001507823397666,1.000066139232533,1.0000599223419475,1.000080314502337,1.0000224824255384,1.0000136759884808,1.0003133170272605,1.0028679099644935,1.0001441926891657,1,weight,weight pressed
4.1,1.0005026518855267,1.0013913810260315,1.0003900923629019,1.001507823397666,1.000066139232533,1.0000599223419475,1.0000266062446013,1.000030368052406,1.000007977659947,1.0003133170272605,1.0028679099644935,1.0001330881947126,1,weight,weight pressed
